client_id,profil,montant_total,nb_transactions,montant_moyen,recommendation_1,recommendation_2,recommendation_3,recommendation_alert,recommandation_type
59af89e0-27f3-4113-97d1-73a090a2fcff,VIP (Clients Premium),4282.9,302,14.18,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
6ad78fe5-f45a-49d7-a842-3331fda1d76f,VIP (Clients Premium),3918.73,46,85.19,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
35e6e53a-5965-44bb-8bce-3449f7727f5c,VIP (Clients Premium),3141.47,7,448.78,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
df9f8b24-a73f-4b06-b812-8df865291116,VIP (Clients Premium),3000.0,1,3000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
12081357-42e7-464a-a60b-94fb8c6a9c5f,VIP (Clients Premium),2954.2,2,1477.1,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
6518d90f-e258-4bcc-9e98-76bc5222ad46,VIP (Clients Premium),2780.5,36,77.24,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
d8947c22-6629-471a-8ed3-7f2e59eced89,VIP (Clients Premium),2756.84,43,64.11,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
d8ae887a-7a08-4465-93ca-9c7edf041e95,VIP (Clients Premium),2088.62,53,39.41,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
82901c1a-2c92-4131-8989-44d2c3810138,VIP (Clients Premium),2011.67,170,11.83,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
f4201cf2-c3f1-4818-97cf-d0c11b4c0c62,VIP (Clients Premium),2000.0,1,2000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
fdb53145-a710-4e83-8afd-4795560f6163,VIP (Clients Premium),1800.0,4,450.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
7f8d61f1-1494-40b1-85c5-ba3199761d28,VIP (Clients Premium),1788.6,17,105.21,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
7d4a0f90-868a-4b85-80ec-78ddfdd25ece,VIP (Clients Premium),1700.0,1,1700.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
6d346221-14fa-4d6f-a572-22ddd682f0c8,VIP (Clients Premium),1639.65,2,819.83,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
dd017318-1df6-4c0c-b837-0e6723db3a5d,VIP (Clients Premium),1593.0,1,1593.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
49899535-2e25-44fd-a03c-1efc7a7322c3,VIP (Clients Premium),1493.26,5,298.65,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
d7f09162-efb0-4de7-8576-14a483debe0f,VIP (Clients Premium),1382.29,8,172.79,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
3e4d42a5-14ef-4a41-a011-11e71415b0d4,VIP (Clients Premium),1010.0,3,336.67,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
f95d3b91-5836-47cf-97a4-8266e9df2eee,VIP (Clients Premium),1003.5,2,501.75,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
71a2fd2a-d2f3-4ca5-99a8-37610b8ca3fa,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
b488cf2e-378b-4257-936e-c4ce004dc77d,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
7cc8ba15-8639-454b-a453-8171c2c93911,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
777676b6-2570-4d36-b342-f745d7c53a0f,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
2753e686-dded-41c9-b4a8-4b12c5db6a1a,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
a9fa1e11-ce3b-4925-bb5c-dc36d05f8c10,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
9ce6dbd5-464a-4902-b76c-51bae514a450,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
466c5a84-b1d8-4b17-b681-60a14011f884,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
ab748470-8a7e-46ef-8c4a-58ee344e38a2,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
dc62eefc-5c46-433b-a864-d23da41bf1d2,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
c40e1c1c-feed-4b99-bc77-7dcc38fdc65d,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
88d0940a-d7b3-4bea-8662-9e122d94d1b0,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
9d250d20-7264-4184-8946-9fb04c1764bc,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
277152a1-44bc-4977-818d-77dcf13059b9,VIP (Clients Premium),1000.0,1,1000.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
e8f18872-a102-401c-8132-7426d6c68a91,VIP (Clients Premium),992.32,1,992.32,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
153a80e5-ff0a-4272-bcd4-e689edeccdbb,VIP (Clients Premium),942.41,42,22.44,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
92b368bd-b9b8-402c-bfc5-9391c4bee6fc,VIP (Clients Premium),920.0,3,306.67,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
4c44fa95-2c8d-464c-88c6-efd9bab36e2c,VIP (Clients Premium),913.7,22,41.53,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
77d181aa-1b9e-46c1-be3c-44bc53948543,VIP (Clients Premium),905.55,36,25.15,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
98bfa729-f2af-45a9-8ec7-36a318804ec0,VIP (Clients Premium),892.74,100,8.93,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
4e1cc551-cc4e-476c-9be7-bdcbaeb6b158,VIP (Clients Premium),835.2,1,835.2,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
f79a76b1-d8ea-4746-bada-91acfec044d5,VIP (Clients Premium),799.0,1,799.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
17f6fb4e-5d24-4932-8a75-6743daf43e31,VIP (Clients Premium),750.0,6,125.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
a0d9f367-0dc9-4b9b-b7c4-1f7f70fb7754,VIP (Clients Premium),726.12,4,181.53,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
b3437f0b-9c80-4e52-9231-f7dd070bf454,VIP (Clients Premium),724.34,25,28.97,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
cd7a4dd2-2496-488b-ba6a-7b5d13c969c0,VIP (Clients Premium),719.11,1,719.11,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
813ed725-ab21-4b4e-802d-e55b260bdcf4,VIP (Clients Premium),716.76,37,19.37,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
2fd1f1d7-73c1-432a-b8e0-aa11516ad3e4,VIP (Clients Premium),698.5,1,698.5,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
08b7f800-43ca-4df4-8e63-b3c3fb231ab5,VIP (Clients Premium),651.64,3,217.21,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
4c376ca3-013c-4fa4-a200-2d2c6c6286a4,VIP (Clients Premium),634.4,24,26.43,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
630d4fa6-e132-4ff3-b254-c18d2d8ca2ee,VIP (Clients Premium),604.93,8,75.62,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
0aed8b81-9997-4c72-96b0-cb256426108c,VIP (Clients Premium),600.0,1,600.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
25ada9ad-28ee-4e5f-ac20-80188f382b5e,VIP (Clients Premium),600.0,1,600.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
c899043d-f75e-4d28-a75b-f58cae76b0ec,VIP (Clients Premium),600.0,1,600.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
932ee63c-4dfa-4f4a-8a54-522a08d61e37,VIP (Clients Premium),584.26,1,584.26,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
e23afc02-1d90-4508-8435-d06c02cd00de,VIP (Clients Premium),535.6,4,133.9,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
044a1d86-934c-459b-969b-769abdcd82a0,VIP (Clients Premium),532.0,10,53.2,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
181a534b-53d0-4aae-8445-7be850e76af3,VIP (Clients Premium),531.64,20,26.58,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
c34fb1d7-47f6-48c3-b4a9-8de71225531d,VIP (Clients Premium),502.0,4,125.5,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
6c286c1d-4631-475e-8cf3-5fc43028e556,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
57c269bf-4bba-4d6b-bb5d-90f8df00b85f,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
1088df0b-797f-47df-a8ce-896e6313b31e,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
2f8c47b9-33db-4948-be25-690227c4e37f,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
0a6cd38b-be45-45b5-badd-7370af5b6c6e,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
a452e5d2-0d9b-4575-9643-75c0a35641fc,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
50a08c37-90b5-4dfc-b863-df0e73ec1ae4,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
551f3a94-b2ae-4d34-b62b-0cd7855c369b,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
52d42c99-8ef0-4093-88e5-7b3cb0b1925b,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
96996fe9-771b-4e37-856b-9910c46f58a9,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
01f63ec6-4454-4388-9c70-fac15e9978b4,VIP (Clients Premium),500.0,3,166.67,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
b9dfc126-6e15-44c6-949b-c466e8bc657f,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
6511aaf2-8a13-4b89-beec-43095d88fe09,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
6c31e46e-7872-4024-9f7d-305c8bb90a80,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
657a2fd6-1159-41f8-b38f-79833f41c055,VIP (Clients Premium),500.0,1,500.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
b9b70fed-6695-4e21-ba38-c4565e60e0f0,VIP (Clients Premium),499.0,1,499.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
e4f2d8c2-01e9-4125-88af-f99ade27c411,VIP (Clients Premium),493.49,2,246.75,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
6ee6f263-f687-4d5e-82c6-67e2224d6653,VIP (Clients Premium),490.0,1,490.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
a6f1637f-70a0-4e03-8177-93fe9eb3d639,VIP (Clients Premium),471.06,1,471.06,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
f4f00946-32fc-4473-a224-8cf983d170dc,VIP (Clients Premium),466.6,4,116.65,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
c8640eb7-4ffa-4f72-b8f1-16415b242022,VIP (Clients Premium),456.3,9,50.7,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
0fb2505f-25e7-495e-a9d1-8d579e14cba3,VIP (Clients Premium),454.5,6,75.75,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
25f1af41-e97d-45a7-b605-f12cefa03cea,VIP (Clients Premium),434.9,8,54.36,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
7be5beed-f72a-459e-91e0-38608d796eb1,VIP (Clients Premium),423.0,2,211.5,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
e1667d42-2941-4970-9f77-9a96764615c2,VIP (Clients Premium),421.31,10,42.13,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
3f69da19-e37a-4d65-9dc9-4e00fe24521c,VIP (Clients Premium),420.0,6,70.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
8fd6f84e-2563-42f2-a281-90ac5feb42d7,VIP (Clients Premium),412.82,6,68.8,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
f57f4c50-e308-481f-9741-312af5a28dc8,VIP (Clients Premium),410.5,12,34.21,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
56045479-bb45-4d26-b82b-62cbab3d3a60,VIP (Clients Premium),405.0,36,11.25,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
3b37e137-2d50-4efb-80d2-a5ce216b09f6,VIP (Clients Premium),403.36,8,50.42,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
5271110b-b092-4021-a028-375b2ac2a277,VIP (Clients Premium),400.0,1,400.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
514ecb1d-eae4-4890-be38-30aedfd2132f,VIP (Clients Premium),400.0,1,400.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
11046787-e6c4-4f2f-977e-feba513beb8e,VIP (Clients Premium),400.0,1,400.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
64157774-a0d4-4d8f-9cf9-c944b47230f5,VIP (Clients Premium),400.0,1,400.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
0cba2578-57e8-47f9-98a7-00686581f404,VIP (Clients Premium),400.0,1,400.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
c1333a4f-3e2f-4e4a-b379-8aae0570247f,VIP (Clients Premium),395.35,1,395.35,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
824ff2fa-c4ba-43de-a118-a48329c4be69,VIP (Clients Premium),391.43,75,5.22,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
d57548ff-cb95-47cf-8707-a4e9dae24c06,VIP (Clients Premium),366.29,1,366.29,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
c524cc21-1b17-4751-b2ad-8a90fdb58d8d,VIP (Clients Premium),361.5,3,120.5,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
fd3b8737-1ad5-4d34-9e58-34fcac678c0d,VIP (Clients Premium),354.9,7,50.7,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
de5619f6-ea33-43ff-9a52-657f68b060c5,VIP (Clients Premium),350.21,10,35.02,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
18117a39-21bc-49b3-b41a-5c7696e5cc9e,VIP (Clients Premium),350.0,2,175.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
485082a7-a490-4f12-bc54-50e4daf52a83,VIP (Clients Premium),350.0,1,350.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
a083cba1-57f7-4b0d-af1d-733986d4728c,VIP (Clients Premium),350.0,1,350.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
